"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","RDataPath","ResourceName","Tags"
"Ensembl 113 EnsDb for Gopherus evgoodei","Gene and protein annotations for Gopherus evgoodei based on Ensembl version 113.","3.20","rGopEvg1_v1.p","ensembl","http://www.ensembl.org","113","Gopherus evgoodei","1825980",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Gevgoodei.v113.sqlite","EnsDb.Gevgoodei.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Geospiza fortis","Gene and protein annotations for Geospiza fortis based on Ensembl version 113.","3.20","GeoFor_1.0","ensembl","http://www.ensembl.org","113","Geospiza fortis","48883",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Gfortis.v113.sqlite","EnsDb.Gfortis.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Gallus gallus","Gene and protein annotations for Gallus gallus based on Ensembl version 113.","3.20","GRCg6a","ensembl","http://www.ensembl.org","113","Gallus gallus","9031",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Ggallus_gca000002315v5.v113.sqlite","EnsDb.Ggallus_gca000002315v5.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Gallus gallus","Gene and protein annotations for Gallus gallus based on Ensembl version 113.","3.20","bGalGal1.pat.whiteleghornlayer.GRCg7w","ensembl","http://www.ensembl.org","113","Gallus gallus","9031",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Ggallus_gca016700215v2.v113.sqlite","EnsDb.Ggallus_gca016700215v2.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Gallus gallus","Gene and protein annotations for Gallus gallus based on Ensembl version 113.","3.20","bGalGal1.mat.broiler.GRCg7b","ensembl","http://www.ensembl.org","113","Gallus gallus","9031",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Ggallus.v113.sqlite","EnsDb.Ggallus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Gorilla gorilla gorilla","Gene and protein annotations for Gorilla gorilla gorilla based on Ensembl version 113.","3.20","gorGor4","ensembl","http://www.ensembl.org","113","Gorilla gorilla gorilla","9595",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Ggorilla.v113.sqlite","EnsDb.Ggorilla.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Gadus morhua","Gene and protein annotations for Gadus morhua based on Ensembl version 113.","3.20","gadMor_Celtic","ensembl","http://www.ensembl.org","113","Gadus morhua","8049",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Gmorhua_gca010882105v1.v113.sqlite","EnsDb.Gmorhua_gca010882105v1.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Gadus morhua","Gene and protein annotations for Gadus morhua based on Ensembl version 113.","3.20","gadMor3.0","ensembl","http://www.ensembl.org","113","Gadus morhua","8049",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Gmorhua.v113.sqlite","EnsDb.Gmorhua.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Gouania willdenowi","Gene and protein annotations for Gouania willdenowi based on Ensembl version 113.","3.20","fGouWil2.1","ensembl","http://www.ensembl.org","113","Gouania willdenowi","441366",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Gwilldenowi.v113.sqlite","EnsDb.Gwilldenowi.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Haplochromis burtoni","Gene and protein annotations for Haplochromis burtoni based on Ensembl version 113.","3.20","AstBur1.0","ensembl","http://www.ensembl.org","113","Haplochromis burtoni","8153",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Hburtoni.v113.sqlite","EnsDb.Hburtoni.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Hippocampus comes","Gene and protein annotations for Hippocampus comes based on Ensembl version 113.","3.20","H_comes_QL1_v1","ensembl","http://www.ensembl.org","113","Hippocampus comes","109280",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Hcomes.v113.sqlite","EnsDb.Hcomes.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Heterocephalus glaber","Gene and protein annotations for Heterocephalus glaber based on Ensembl version 113.","3.20","Naked_mole-rat_maternal","ensembl","http://www.ensembl.org","113","Heterocephalus glaber","10181",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Hglaber_female.v113.sqlite","EnsDb.Hglaber_female.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Heterocephalus glaber","Gene and protein annotations for Heterocephalus glaber based on Ensembl version 113.","3.20","Naked_mole-rat_paternal","ensembl","http://www.ensembl.org","113","Heterocephalus glaber","10181",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Hglaber_male.v113.sqlite","EnsDb.Hglaber_male.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Hucho hucho","Gene and protein annotations for Hucho hucho based on Ensembl version 113.","3.20","ASM331708v1","ensembl","http://www.ensembl.org","113","Hucho hucho","62062",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Hhucho.v113.sqlite","EnsDb.Hhucho.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Homo sapiens","Gene and protein annotations for Homo sapiens based on Ensembl version 113.","3.20","GRCh38","ensembl","http://www.ensembl.org","113","Homo sapiens","9606",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Hsapiens.v113.sqlite","EnsDb.Hsapiens.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Ictalurus punctatus","Gene and protein annotations for Ictalurus punctatus based on Ensembl version 113.","3.20","ASM400665v3","ensembl","http://www.ensembl.org","113","Ictalurus punctatus","7998",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Ipunctatus.v113.sqlite","EnsDb.Ipunctatus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Ictidomys tridecemlineatus","Gene and protein annotations for Ictidomys tridecemlineatus based on Ensembl version 113.","3.20","SpeTri2.0","ensembl","http://www.ensembl.org","113","Ictidomys tridecemlineatus","43179",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Itridecemlineatus.v113.sqlite","EnsDb.Itridecemlineatus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Junco hyemalis","Gene and protein annotations for Junco hyemalis based on Ensembl version 113.","3.20","ASM382977v1","ensembl","http://www.ensembl.org","113","Junco hyemalis","40217",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Jhyemalis.v113.sqlite","EnsDb.Jhyemalis.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Jaculus jaculus","Gene and protein annotations for Jaculus jaculus based on Ensembl version 113.","3.20","JacJac1.0","ensembl","http://www.ensembl.org","113","Jaculus jaculus","51337",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Jjaculus.v113.sqlite","EnsDb.Jjaculus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Kryptolebias marmoratus","Gene and protein annotations for Kryptolebias marmoratus based on Ensembl version 113.","3.20","ASM164957v1","ensembl","http://www.ensembl.org","113","Kryptolebias marmoratus","37003",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Kmarmoratus.v113.sqlite","EnsDb.Kmarmoratus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Loxodonta africana","Gene and protein annotations for Loxodonta africana based on Ensembl version 113.","3.20","loxAfr3","ensembl","http://www.ensembl.org","113","Loxodonta africana","9785",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Lafricana.v113.sqlite","EnsDb.Lafricana.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Labrus bergylta","Gene and protein annotations for Labrus bergylta based on Ensembl version 113.","3.20","BallGen_V1","ensembl","http://www.ensembl.org","113","Labrus bergylta","56723",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Lbergylta.v113.sqlite","EnsDb.Lbergylta.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Lates calcarifer","Gene and protein annotations for Lates calcarifer based on Ensembl version 113.","3.20","ASB_HGAPassembly_v1","ensembl","http://www.ensembl.org","113","Lates calcarifer","8187",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Lcalcarifer.v113.sqlite","EnsDb.Lcalcarifer.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Lynx canadensis","Gene and protein annotations for Lynx canadensis based on Ensembl version 113.","3.20","mLynCan4_v1.p","ensembl","http://www.ensembl.org","113","Lynx canadensis","61383",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Lcanadensis.v113.sqlite","EnsDb.Lcanadensis.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Latimeria chalumnae","Gene and protein annotations for Latimeria chalumnae based on Ensembl version 113.","3.20","LatCha1","ensembl","http://www.ensembl.org","113","Latimeria chalumnae","7897",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Lchalumnae.v113.sqlite","EnsDb.Lchalumnae.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Lepidothrix coronata","Gene and protein annotations for Lepidothrix coronata based on Ensembl version 113.","3.20","Lepidothrix_coronata-1.0","ensembl","http://www.ensembl.org","113","Lepidothrix coronata","321398",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Lcoronata.v113.sqlite","EnsDb.Lcoronata.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Larimichthys crocea","Gene and protein annotations for Larimichthys crocea based on Ensembl version 113.","3.20","L_crocea_2.0","ensembl","http://www.ensembl.org","113","Larimichthys crocea","215358",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Lcrocea.v113.sqlite","EnsDb.Lcrocea.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Laticauda laticaudata","Gene and protein annotations for Laticauda laticaudata based on Ensembl version 113.","3.20","latLat_1.0","ensembl","http://www.ensembl.org","113","Laticauda laticaudata","8630",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Llaticaudata.v113.sqlite","EnsDb.Llaticaudata.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Leptobrachium leishanense","Gene and protein annotations for Leptobrachium leishanense based on Ensembl version 113.","3.20","ASM966780v1","ensembl","http://www.ensembl.org","113","Leptobrachium leishanense","445787",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Lleishanense.v113.sqlite","EnsDb.Lleishanense.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Lepisosteus oculatus","Gene and protein annotations for Lepisosteus oculatus based on Ensembl version 113.","3.20","LepOcu1","ensembl","http://www.ensembl.org","113","Lepisosteus oculatus","7918",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Loculatus.v113.sqlite","EnsDb.Loculatus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Monopterus albus","Gene and protein annotations for Monopterus albus based on Ensembl version 113.","3.20","M_albus_1.0","ensembl","http://www.ensembl.org","113","Monopterus albus","43700",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Malbus.v113.sqlite","EnsDb.Malbus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Mastacembelus armatus","Gene and protein annotations for Mastacembelus armatus based on Ensembl version 113.","3.20","fMasArm1.2","ensembl","http://www.ensembl.org","113","Mastacembelus armatus","205130",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Marmatus.v113.sqlite","EnsDb.Marmatus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Mesocricetus auratus","Gene and protein annotations for Mesocricetus auratus based on Ensembl version 113.","3.20","MesAur1.0","ensembl","http://www.ensembl.org","113","Mesocricetus auratus","10036",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Mauratus.v113.sqlite","EnsDb.Mauratus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Mus caroli","Gene and protein annotations for Mus caroli based on Ensembl version 113.","3.20","CAROLI_EIJ_v1.1","ensembl","http://www.ensembl.org","113","Mus caroli","10089",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Mcaroli.v113.sqlite","EnsDb.Mcaroli.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Malurus cyaneus samueli","Gene and protein annotations for Malurus cyaneus samueli based on Ensembl version 113.","3.20","mCya_1.0","ensembl","http://www.ensembl.org","113","Malurus cyaneus samueli","2593467",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Mcyaneus_samueli.v113.sqlite","EnsDb.Mcyaneus_samueli.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Monodelphis domestica","Gene and protein annotations for Monodelphis domestica based on Ensembl version 113.","3.20","ASM229v1","ensembl","http://www.ensembl.org","113","Monodelphis domestica","13616",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Mdomestica.v113.sqlite","EnsDb.Mdomestica.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Macaca fascicularis","Gene and protein annotations for Macaca fascicularis based on Ensembl version 113.","3.20","Macaca_fascicularis_6.0","ensembl","http://www.ensembl.org","113","Macaca fascicularis","9541",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Mfascicularis.v113.sqlite","EnsDb.Mfascicularis.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Meleagris gallopavo","Gene and protein annotations for Meleagris gallopavo based on Ensembl version 113.","3.20","Turkey_5.1","ensembl","http://www.ensembl.org","113","Meleagris gallopavo","9103",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Mgallopavo.v113.sqlite","EnsDb.Mgallopavo.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Mandrillus leucophaeus","Gene and protein annotations for Mandrillus leucophaeus based on Ensembl version 113.","3.20","Mleu.le_1.0","ensembl","http://www.ensembl.org","113","Mandrillus leucophaeus","9568",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Mleucophaeus.v113.sqlite","EnsDb.Mleucophaeus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Myotis lucifugus","Gene and protein annotations for Myotis lucifugus based on Ensembl version 113.","3.20","Myoluc2.0","ensembl","http://www.ensembl.org","113","Myotis lucifugus","59463",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Mlucifugus.v113.sqlite","EnsDb.Mlucifugus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Marmota marmota marmota","Gene and protein annotations for Marmota marmota marmota based on Ensembl version 113.","3.20","marMar2.1","ensembl","http://www.ensembl.org","113","Marmota marmota marmota","9994",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Mmarmota_marmota.v113.sqlite","EnsDb.Mmarmota_marmota.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Mola mola","Gene and protein annotations for Mola mola based on Ensembl version 113.","3.20","ASM169857v1","ensembl","http://www.ensembl.org","113","Mola mola","94237",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Mmola.v113.sqlite","EnsDb.Mmola.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Monodon monoceros","Gene and protein annotations for Monodon monoceros based on Ensembl version 113.","3.20","NGI_Narwhal_1","ensembl","http://www.ensembl.org","113","Monodon monoceros","40151",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Mmonoceros.v113.sqlite","EnsDb.Mmonoceros.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Moschus moschiferus","Gene and protein annotations for Moschus moschiferus based on Ensembl version 113.","3.20","MosMos_v2_BIUU_UCD","ensembl","http://www.ensembl.org","113","Moschus moschiferus","68415",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Mmoschiferus.v113.sqlite","EnsDb.Mmoschiferus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Macaca mulatta","Gene and protein annotations for Macaca mulatta based on Ensembl version 113.","3.20","Mmul_10","ensembl","http://www.ensembl.org","113","Macaca mulatta","9544",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Mmulatta.v113.sqlite","EnsDb.Mmulatta.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Myripristis murdjan","Gene and protein annotations for Myripristis murdjan based on Ensembl version 113.","3.20","fMyrMur1.1","ensembl","http://www.ensembl.org","113","Myripristis murdjan","586833",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Mmurdjan.v113.sqlite","EnsDb.Mmurdjan.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Microcebus murinus","Gene and protein annotations for Microcebus murinus based on Ensembl version 113.","3.20","Mmur_3.0","ensembl","http://www.ensembl.org","113","Microcebus murinus","30608",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Mmurinus.v113.sqlite","EnsDb.Mmurinus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Mus musculus","Gene and protein annotations for Mus musculus based on Ensembl version 113.","3.20","GRCm39","ensembl","http://www.ensembl.org","113","Mus musculus","10090",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Mmusculus.v113.sqlite","EnsDb.Mmusculus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Macaca nemestrina","Gene and protein annotations for Macaca nemestrina based on Ensembl version 113.","3.20","Mnem_1.0","ensembl","http://www.ensembl.org","113","Macaca nemestrina","9545",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Mnemestrina.v113.sqlite","EnsDb.Mnemestrina.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Microtus ochrogaster","Gene and protein annotations for Microtus ochrogaster based on Ensembl version 113.","3.20","MicOch1.0","ensembl","http://www.ensembl.org","113","Microtus ochrogaster","79684",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Mochrogaster.v113.sqlite","EnsDb.Mochrogaster.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Mus pahari","Gene and protein annotations for Mus pahari based on Ensembl version 113.","3.20","PAHARI_EIJ_v1.1","ensembl","http://www.ensembl.org","113","Mus pahari","10093",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Mpahari.v113.sqlite","EnsDb.Mpahari.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Mustela putorius furo","Gene and protein annotations for Mustela putorius furo based on Ensembl version 113.","3.20","MusPutFur1.0","ensembl","http://www.ensembl.org","113","Mustela putorius furo","9669",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Mputorius_furo.v113.sqlite","EnsDb.Mputorius_furo.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Mus spicilegus","Gene and protein annotations for Mus spicilegus based on Ensembl version 113.","3.20","MUSP714","ensembl","http://www.ensembl.org","113","Mus spicilegus","10103",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Mspicilegus.v113.sqlite","EnsDb.Mspicilegus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Mus spretus","Gene and protein annotations for Mus spretus based on Ensembl version 113.","3.20","SPRET_EiJ_v1","ensembl","http://www.ensembl.org","113","Mus spretus","10096",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Mspretus.v113.sqlite","EnsDb.Mspretus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Melopsittacus undulatus","Gene and protein annotations for Melopsittacus undulatus based on Ensembl version 113.","3.20","bMelUnd1.mat.Z","ensembl","http://www.ensembl.org","113","Melopsittacus undulatus","13146",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Mundulatus.v113.sqlite","EnsDb.Mundulatus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Meriones unguiculatus","Gene and protein annotations for Meriones unguiculatus based on Ensembl version 113.","3.20","MunDraft-v1.0","ensembl","http://www.ensembl.org","113","Meriones unguiculatus","10047",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Munguiculatus.v113.sqlite","EnsDb.Munguiculatus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Manacus vitellinus","Gene and protein annotations for Manacus vitellinus based on Ensembl version 113.","3.20","ASM171598v2","ensembl","http://www.ensembl.org","113","Manacus vitellinus","328815",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Mvitellinus.v113.sqlite","EnsDb.Mvitellinus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Maylandia zebra","Gene and protein annotations for Maylandia zebra based on Ensembl version 113.","3.20","M_zebra_UMD2a","ensembl","http://www.ensembl.org","113","Maylandia zebra","106582",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Mzebra.v113.sqlite","EnsDb.Mzebra.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
